521	
522	
523	  earn

524	
525	
526	  acq

527	
528	  earn

529	  trade

530	  gnp
  reserves

531	  earn

532	
533	  earn

534	
535	  earn

536	  cotton

537	  earn

538	  crude
  ship

539	
540	  acq

541	  earn

542	
543	  earn

544	  interest

545	  gold
  money-fx

546	  earn

547	  earn

548	
549	
550	  acq

551	
552	  cpi

553	
554	  acq

555	  earn

556	
557	
558	  ship

559	
560	  earn

561	
562	  acq

563	  earn

564	  earn

565	  earn

566	  cpi
  crude
  nat-gas
  heat
  propane

567	
568	  wheat
  grain

569	
570	
571	
572	  earn

573	
574	
575	  acq

576	
577	
578	
579	
580	  pet-chem

581	  ship
  acq

582	
583	  cocoa

584	  acq

585	  cocoa

586	  acq

587	  crude
  ship

588	
589	  oilseed

590	
591	  money-supply

592	  alum

593	  money-supply

594	
595	  acq

596	  earn

597	  earn

598	  earn

599	  earn

600	  earn

601	  income

602	
603	  income

604	
605	  money-fx

606	
607	  trade

608	  earn

609	  earn

610	  earn

611	  earn

612	  cocoa

613	
614	  rubber

615	  livestock
  carcass

616	  money-fx
  dlr

617	  money-fx

618	  cocoa

619	  ship
  crude

620	  crude
  ship

621	  money-fx

622	  trade

623	
624	  trade

625	
626	  ship
  crude

627	
628	
629	
630	
631	  crude

632	  money-fx

633	  reserves

634	
635	  money-fx
  lit

636	
637	  money-fx

638	
639	  coffee

640	  ship
  crude

641	  trade

642	  trade
  grain

643	  earn

644	
645	
646	
647	  earn

648	
649	  money-fx
  dlr

650	  money-fx
  dlr

651	  money-fx
  dlr

652	  money-fx
  dlr

653	  money-fx
  dlr

654	
655	
656	  money-fx
  dlr

657	  money-fx
  dlr

658	  money-fx
  dlr

659	  money-fx
  dlr

660	  money-fx

661	  gold

662	
663	
664	  trade

665	
666	
667	
668	  crude

669	
670	
671	
672	
673	  acq

674	
675	  acq

676	
677	  nickel

678	  money-fx
  dlr
  yen

679	
680	  money-fx
  dlr
  yen

681	  coffee

682	
683	  money-fx
  dlr
  yen

684	  earn

685	
686	  sugar

687	  earn

688	  money-fx
  yen
  dlr

689	
690	
691	  acq

692	  crude

693	  acq

694	  trade

695	  money-fx
  dlr
  yen

696	
697	
698	  earn

699	
700	  grain
  corn

701	  earn

702	  earn

703	  money-fx

704	  oilseed
  soybean

705	
706	
707	  money-supply

708	  alum

709	  money-fx

710	
711	  oilseed
  coconut

712	
713	  acq

714	  earn

715	
716	  ship

717	  money-fx
  rupiah
  dmk
  yen

718	
719	  oilseed
  coconut

720	  acq

721	
722	
723	  cpi

724	
725	
726	
727	
728	  rubber

729	
730	  money-fx
  dlr

731	
732	
733	  money-fx

734	
735	  money-fx
  dlr

736	  money-supply

737	  earn

738	
739	
740	
741	  cocoa

742	  earn

743	  acq

744	
745	  money-supply

746	
747	  ship

748	  money-fx

749	  crude

750	  money-fx
  dlr
  dmk

751	  coffee

752	
753	  money-supply

754	  money-fx

755	  money-fx

756	  money-supply

757	  oilseed
  sunseed
  rapeseed
  veg-oil
  sun-oil
  rape-oil

758	
759	  cocoa

760	
761	  money-fx
  dlr
  yen

762	
763	
764	
765	  money-fx
  dlr
  yen

766	  trade

767	  acq

768	  money-fx
  dlr
  yen

769	  money-fx
  dlr
  yen

770	  trade
  money-fx

771	
772	  money-fx

773	  money-fx

774	
775	
776	
777	
778	  trade

779	  money-fx
  trade

780	  trade

781	  money-fx
  dlr

782	
783	  acq

784	
785	  acq

786	  acq

787	  acq

788	
789	  earn

790	
791	
792	
793	  acq

794	
795	  money-fx

796	  crude
  ship

797	
798	
799	
800	
801	
802	  sugar
  ship

803	  money-fx
  yen

804	  earn

805	
806	  money-fx
  trade

807	  money-fx

808	  money-fx

809	
810	  gold

811	
812	
813	
814	  acq

815	  acq

816	  earn

817	
818	
819	
820	
821	  earn

822	
823	
824	  trade

825	  earn

826	  gnp

827	
828	
829	  grain
  wheat
  rice

830	  acq

831	  earn

832	  earn

833	  acq

834	
835	
836	
837	
838	  earn

839	  earn

840	  earn

841	
842	  acq

843	  acq

844	  crude

845	
846	  earn

847	  acq

848	  acq

849	
850	  earn

851	
852	  earn

853	
854	  earn

855	  earn

856	  hog
  livestock

857	
858	  money-fx

859	  fuel

860	
861	
862	
863	  money-fx

864	
865	
866	  acq

867	  gold

868	
869	  earn

870	  acq

871	  acq

872	  crude

873	  acq

874	
875	  coffee

876	  earn

877	
878	  earn

879	
880	
881	  grain
  wheat
  corn
  oilseed
  soybean

882	  acq

883	  earn

884	  earn

885	  rubber
  pet-chem

886	  acq

887	
888	
889	
890	  earn

891	  acq

892	  earn

893	  earn

894	  acq

895	
896	  earn

897	
898	  acq

899	
900	  acq

901	  coffee

902	  veg-oil

903	  earn

904	  trade

905	
906	  earn

907	  acq

908	  acq

909	
910	
911	
912	  money-fx

913	
914	
915	
916	  earn

917	  acq

918	  earn

919	
920	  earn

921	  earn

922	  earn

923	  earn

924	  earn

925	  earn

926	
927	  acq

928	
929	
930	  nzdlr
  austdlr

931	
932	
933	
934	
935	
936	
937	
938	
939	
940	  acq

941	
942	  earn

943	  earn

944	
945	  earn

946	  crude

947	
948	
949	  acq

950	
951	
952	
953	
954	
955	  grain
  wheat
  corn

956	
957	
958	  coffee

959	  acq

960	  acq

961	  acq

962	  earn

963	  earn

964	
965	  earn

966	
967	
968	  acq
  gold

969	
970	  acq

971	  earn

972	  earn

973	  earn

974	
975	
976	
977	  acq

978	
979	  earn

980	
981	
982	  earn

983	
984	  acq

985	
986	
987	  acq

988	  acq

989	
990	
991	  acq

992	
993	  acq
  gold

994	
995	
996	
997	  acq

998	  earn

999	  money-fx
  stg

